Post Link,title,Body,Tags,Score,AcceptedAnswerId
"11664396","shiro & guice - How to inject AuthenticationStrategy?","<p>I'm using Shiro and guice. Shiro has two active realms.</p>

<p>The default shiro AuthenticationStrategy is ""AtLeastOneSuccessfulStrategy"".  The basic idea of this strategy is fine but the problem is that it ignore reams exceptions.  this mean that if Realm1 throws IncorrectCredentialsException there is no way to know it as it is wrapped by AuthenticationException with message that non of the realms support the token.</p>

<p>How do I replace the strategy with FirstSuccessfulStrategy ?</p>

<p>currently this is what i have in the ShiroWebModule:</p>

<pre><code>   @Override
    protected void configureShiroWeb() {
       Multibinder&lt;Realm&gt; multibinder = Multibinder.newSetBinder(binder(), Realm.class);
        multibinder.addBinding().to(RealmA.class);
        multibinder.addBinding().to(RealmB.class);
        bind( HashedCredentialsMatcher.class );
        bind( CredentialsMatcher.class ).to( HashedCredentialsMatcher.class );
        bindConstant().annotatedWith( Names.named( ""shiro.hashAlgorithmName"" ) ).to( Md5Hash.ALGORITHM_NAME );
        addFilterChain( ""/login.jsp"", AUTHC_REST );
    }

    @Override
    protected void bindSessionManager( AnnotatedBindingBuilder&lt;SessionManager&gt; bind ) {
        bind.to( ServletContainerSessionManager.class );
    }
</code></pre>
","<guice><shiro>","1","11670637"
"25071670","Configure Apache Shiro for MySQL with SHA256 Passwords","<p>I am trying to gather the necessary information to be successful with my objective. My goal is simple, take a advantage of Shiro for authentication and authorization. I wish to deploy shiro in a Java Web Application context. I want users to be able to login and check credentials against a MySQL database. I want to implement the SHA256 hashing for passwords. I am not fancy so I use traditional JSPs and Servlets. </p>

<p>Technologies I am using: Apache Tomcat 7, Apache Shiro, MySQL, Apache Web Server</p>

<p>Am I on the right track here? </p>

<hr>

<p><strong>/WEB-INF/shiro.ini</strong></p>

<pre><code>[main]
# Using my JNDI resource for JDBC
dataSource = org.apache.shiro.jndi.JndiObjectFactory
dataSource.resourceName = jdbc/myResource
dataSource.resourceRef = true
jdbcRealm = org.apache.shiro.realm.jdbc.JdbcRealm
jdbcRealm.dataSource = $dataSource

# Using Pass Thru security filter so I can manage login.
authc = org.apache.shiro.web.filter.authc.PassThruAuthenticationFilter
authc.loginUrl = /login
authc.successUrl = /my-account

# Use default service and password matcher
passwordService = org.apache.shiro.authc.credential.DefaultPasswordService
passwordMatcher = org.apache.shiro.authc.credential.PasswordMatcher
passwordMatcher.passwordService = $passwordService

#Realms section
# Finally, set the matcher on a realm that requires password matching for account authentication: 
# myRealm.credentialsMatcher = $passwordMatcher 
# ???

[users]

[roles]


[urls]
/login = authc
/logout = logout
</code></pre>

<p><strong>Question 1:</strong> Under my ""# Use default service and password matcher"" section, is this proper way to configure Shiro to perform password comparisons with SHA256? </p>

<p><strong>Question 2:</strong> Under my ""# Realms section"" section, I don't understand what to do here. Can you please suggest what the CredentialsMatcher code should look like? </p>

<p>In regards to question 2, I noticed on the <a href=""http://shiro.apache.org/static/1.2.3/apidocs/org/apache/shiro/authc/credential/CredentialsMatcher.html"" rel=""nofollow"">CredentialsMatcher interface</a> docs, its suggested using the <a href=""http://shiro.apache.org/static/1.2.3/apidocs/org/apache/shiro/authc/credential/HashedCredentialsMatcher.html"" rel=""nofollow"">HashedCrendentialsMatcher</a> to perform comparisons. Am I supposed to create a new java class that uses the HashedCredentialsMatcher? Then I would reference that class as my ""realm"" in the shiro.ini file? </p>

<hr>

<p><strong>New Account Signup</strong></p>

<p>When creating a new user I want to encrypt the password. I am choosing to use the encryption tools provided by the Shiro framework. I will use a DefaultPasswordService object instance to encrypt my users password. The resulting value is stored in the database. </p>

<pre><code>String rawPassword = ""secret"";
DefaultPasswordService passwordService = new DefaultPasswordService();
String encryptedPassword = passwordService.encryptPassword(rawPassword);
String hash = passwordService.hashPassword(rawPassword).toString();

//Create the user
User user = new User();
user.setUsername(username)
user.setEncryptedPassword(encryptedPassword);
user.setHash(hash);

//Save to Database
userDAO.save(user);

//Log the user in immediately after new account created.
try {
    UsernamePasswordToken userToken = new UsernamePasswordToken(username, rawPassword);
    SecurityUtils.getSubject().login(userToken);
} catch (UnknownAccountException uae) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", uae);
} catch (IncorrectCredentialsException ice) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ice);
} catch (LockedAccountException lae) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", lae);
} catch (ExcessiveAttemptsException eae) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", eae);
} catch (AuthenticationException ae) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ae);
}catch (Exception ex) {
    LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ex);
}
</code></pre>

<p><strong>Question 3:</strong> As far as my ""New Account Signup"" logic goes, is this an acceptable approach? Suggestions? Asked another way, am i configuring this correctly? </p>

<p><strong>Question 4:</strong> When storing the hash value in MySQL, do I convert it to a String using <a href=""http://shiro.apache.org/static/1.2.1/apidocs/org/apache/shiro/authc/credential/DefaultPasswordService.html#hashPassword(java.lang.Object)"" rel=""nofollow"">hashPassword()</a>? Is there a recommended length for the hash value field: e.g. varchar(15)? </p>

<hr>

<p><strong>User Login</strong></p>

<p>I have chosen to manually authenticate users in the login process. I am able to retrieve the username/password from the POST from the Servlet. I will eventually set up AJAX login mechanism which is why I choose this approach. This is an area where I am stumped. Below are two snippets. The first is the html form to submit to my servlet. The second snippet is a method that performs the authentication. </p>

<p><strong>/login</strong></p>

<pre><code>&lt;form name=""loginform"" action=""login.do"" method=""post""&gt;
    &lt;p&gt;Username&lt;/p&gt; 
    &lt;input type=""text"" name=""username"" /&gt;
    &lt;p&gt;Password&lt;/p&gt;        
    &lt;input type=""password"" name=""password"" /&gt;
    &lt;input type=""submit"" value=""Login"" /&gt;
&lt;/form&gt;
</code></pre>

<p><strong>The login method</strong></p>

<pre><code>//Getters and Setters omitted for username, rawPassword.

private void login() {
    if (!SecurityUtils.getSubject().isAuthenticated()) {
        String fallbackUrl = ""/user-account-default-page"";
        try {
            UsernamePasswordToken userToken = new UsernamePasswordToken(username, rawPassword);
            SecurityUtils.getSubject().login(userToken);

            //Take advantage of the auto redirect to the page user wanted. Or default to the fallbackUrl
            WebUtils.redirectToSavedRequest(request, response, fallbackUrl);
        } catch (UnknownAccountException uae) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", uae);
        } catch (IncorrectCredentialsException ice) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ice);
        } catch (LockedAccountException lae) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", lae);
        } catch (ExcessiveAttemptsException eae) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", eae);
        } catch (AuthenticationException ae) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ae);
        }catch (Exception ex) {
            LogMe.s(this.getClass().getName(), ""Log error specific message here..."", ex);
        }
    }
}
</code></pre>

<hr>

<p><strong>/logout</strong></p>

<p>Shiro logs out the user because of the snippet of code in the shiro.ini file? By setting the URL ""/logout"" equal to logout, Shrio logs user out. Is this correct? </p>

<pre><code># Section of the shiro.ini file
[urls]
/logout = logout
</code></pre>

<p>Thank you for any and all insights you might have. I hope that this question isn't overbearing and maybe helps others in the future. Also note, I originally asked this question on the <a href=""http://shiro-user.582556.n2.nabble.com/Configure-Shiro-for-MySQL-with-SHA256-Passwords-tt7579910.html"" rel=""nofollow"">shiro forums</a>.</p>
","<shiro>","3",""
"1107007","Java options for web user authentication","<p>I'm looking for a secure user login/session management component for a public web app. Spring Security seems to have potential, are there any other high quality alternatives?  </p>

<p>Conceptually this is easy and we currently have code that works fine, but I'd rather be using code that has been publicly reviewed for security flaws.</p>

<p><strong>Needs:</strong></p>

<ul>
<li>Login  </li>
<li>Logout  </li>
<li>Secure session token management (token not guessable)</li>
<li>Session expiration  </li>
<li>Java/Tomcat support</li>
</ul>
","<java><security><login><shiro><jsecurity>","5",""
"11012746","Apache Shiro on a Swing Client - EJB 3.1 Case for Authentication-Authorisation","<p><strong>General Case</strong>: A simple application that exposes its services through EJB (3.1) - most of them Stateless Sessions beans (nothing funcy here) and SWING based clients that, call through remote interfaces these services and do what they have to do.</p>

<p><strong>Security</strong>: I want to authenticate/authorize this cycle of calls and of course protect my services. The obvious answer would be to use JAAS in the server and any custom wiring setup on the underlying server. That is still an option</p>

<p><em><strong>Apache Shiro</em></strong>: So lots of people talk about Apache Shiro and indeed it features a very simple API and mechanism - that could potentially be application server independent.</p>

<p>Technical Questions:</p>

<ol>
<li><p><strong>Session</strong>: In my case I dont have an HTTP session - and from what I have understood Shiro at least needs some sort of SESSION ID that I need to pass around. Any nice way on injecting user credentials in my RMI/IIOP calls to the server with not polluting my business API?</p></li>
<li><p><strong>Server side implementation</strong>: For the few resources I have gone through I think I can implement a Shiro DefaultSecurityManager by 'referencing it' from a Singleton Ejb 3.1 bean. Any other ideas?
Then I can easily create an interceptor and add it to my remote calls - so when a new call is going through my Remote EJB method - the Shiro Intereceptor to validate my user or check for specific rights.</p></li>
</ol>

<p>Any comments/ tips / examples ?</p>

<p>Many thanks</p>
","<java><swing><jboss><ejb-3.0><shiro>","5",""
"14427216","Should a Shiro Authenticating Realm be transactional?","<p>I'm using Shiro to secure my Spring MVC webapp. I'm using Hibernate for persistence and so I have a HibernateRealm to get and populate an AuthenticationInfo object.</p>

<pre><code>@Override
@Transactional
protected AuthenticationInfo doGetAuthenticationInfo(
        AuthenticationToken token) throws AuthenticationException {
    Account account = accountDao.findByUsername((String)token.getPrincipal());

    SimplePrincipalCollection principals = new SimplePrincipalCollection(account, getName());

    SimpleAccount info = new SimpleAccount(principals, account.getPassword());

    return info;
}
</code></pre>

<p><code>Account</code> is my custom user class. I use the DAO to retrieve an <code>Account</code> by username. I was wondering if there is any point in making this method <code>@Transactional</code>. This is a read only operation after all.</p>

<p>I'm also having the following problem: the DAO does <code>sessionFactory.getCurrentSession()</code> to get a session, but I'm getting a </p>

<pre><code>HibernateException: No Session found for current thread 
</code></pre>

<p>when the method gets called. I have these in my application context:</p>

<pre><code>&lt;tx:annotation-driven transaction-manager = ""transactionManager"" /&gt;
&lt;bean id=""transactionManager""
    class=""org.springframework.orm.hibernate4.HibernateTransactionManager""&gt;
    &lt;property name=""sessionFactory"" ref=""sessionFactory"" /&gt;
&lt;/bean&gt;
</code></pre>

<p>I can't understand why Spring isn't opening a session for me.</p>

<p><strong>Edit:</strong> To login, we do this in a Spring <code>@Controller</code> method using Shiro's <code>Subject</code></p>

<pre><code>@RequestMapping(value = ""/account/login"", method = RequestMethod.POST)
public String login(@RequestParam(""username"") String username, @RequestParam(""password"") String password) {
    Subject currentUser = SecurityUtils.getSubject(); 
    if (!currentUser.isAuthenticated) {
        UsernamePasswordToken token = new UsernamePasswordToken(username, password);
        currentUser.login(token);
        return ""profile"";
    } 
    return ""home"";
}
</code></pre>

<p>Internally, Shiro uses the realm method I have above to get the stored username/password information. It uses an <code>@Autowired</code> DAO to check my database for the right account. It then matches the passwords with a <code>CredentialsMatcher</code> implementation.</p>
","<java><hibernate><spring-mvc><shiro>","1","14525410"
"19705671","can i redirect user to other jsp page in shiro jdbcrealm doGetAuthenticationInfo() method?","<p>Hello all I want to know can I redirect user to accessdeniedpage.jsp in shiro custom jdbcrealm
Here is my code....</p>

<pre><code>  protected AuthenticationInfo doGetAuthenticationInfo(AuthenticationToken token) throws HostUnauthorizedException,AuthenticationException {

    UsernamePasswordToken upToken = (UsernamePasswordToken) token;
    String username = upToken.getUsername();
    String clientIP = upToken.getHost();

    // Null username is invalid
    if (username == null) {
        throw new AccountException(""Null usernames are not allowed by this realm."");
    }

    Connection conn = null;
    AuthenticationInfo info = null;
    try {
        conn = dataSource.getConnection();

        String password = getPasswordForUser(conn, username); // get userpassword
        boolean ipFlag = getIPFlag(conn,username); // check whether users ip needs to be check i.e. get ipflag from users tbl, if true check user's ip else not
        boolean ipMatched = checkIP(conn,username,clientIP,ipFlag); // returns if user's ip matched with ip stored in database..

        if (password == null) {
            throw new UnknownAccountException(""No account found for user ["" + username + ""]"");
        }

        if(ipMatched == false){
             // how to redirect user to accessdeniedpage.jsp ?
        }

        info = buildAuthenticationInfo(username, password.toCharArray());

    } catch (SQLException e) {
        final String message = ""There was a SQL error while authenticating user ["" + username + ""]"";
        if (log.isErrorEnabled()) {
            log.error(message, e);
        }

        // Rethrow any SQL errors as an authentication exception
        throw new AuthenticationException(message, e);
    } finally {
        JdbcUtils.closeConnection(conn);
    }

    return info;
}
</code></pre>

<p>I am checking users ip, if ip not found in database I want to redirect user to accessdenied page</p>

<p>Update <code>shiro.ini</code> </p>

<pre><code> [main]
ds = org.apache.shiro.jndi.JndiObjectFactory
ds.requiredType   = javax.sql.DataSource
ds.resourceName = jdbc/myDataSource
ds.resourceRef = true
jdbcRealm = com.java.realm.MyRealm 

# password hashing specification
sha256Matcher = org.apache.shiro.authc.credential.HashedCredentialsMatcher
sha256Matcher.hashAlgorithmName = SHA-256
jdbcRealm.credentialsMatcher = $sha256Matcher

jdbcRealm.permissionsLookupEnabled = true 
jdbcRealm.authenticationQuery = SELECT password FROM users WHERE username = ? 
jdbcRealm.userRolesQuery = SELECT role_name FROM user_roles WHERE username = ? 
jdbcRealm.permissionsQuery = SELECT roleper FROM roles_permissions WHERE role_name = ? 
jdbcRealm.permissionsQueryIP = SELECT ip FROM user_ip_permissions WHERE username = ? 
jdbcRealm.permissionsQueryCountry = SELECT countryname FROM country_permissions WHERE username = ? 
jdbcRealm.defaultPageQuery = SELECT default_page FROM users WHERE username = ?


jdbcRealm.dataSource = $ds
jdbcRealm.authorizationCachingEnabled = false

# specify login page 
authc.loginUrl = /login.jsp 

# redirect after successful login
authc.successUrl = /home.jsp

# roles filter: redirect to error page if user does not have access rights
# perms filter: redirect to error page if user does not have permissions
roles.unauthorizedUrl = /accessdenied.jsp
perms.unauthorizedUrl = /accessdenied.jsp


# request parameter with login error information; if not present filter assumes 'shiroLoginFailure'
# authc.failureKeyAttribute = simpleShiroApplicationLoginFailure


[urls] 


/login.jsp = authc

# only users with some roles are allowed to use role-specific pages 
/admin/** = authc,perms[page:*]
/java/** = authc,perms[page:javadeveloperpage]
/php/** = authc,perms[page:phpdeveloperpage]
/ruby/** = authc,perms[page:rubydeveloperpage]
/deo/** = authc,perms[page:deopage]

# enable authc filter for all application pages
/ApacheShiroLogin/** = authc
</code></pre>

<p>Thanks &amp; regards</p>
","<java><jsp><shiro>","1",""
"11580101","Retrieving Shiro Principals","<p>NOTE: Due to subsequent research this question has been completely restructured.</p>

<p>I am trying to retrieve values from Shiro's subject PrincipalCollection. I have added two principals to the collection. 'Username' and 'UUID'. When I try to recall these I get a SimplePrincipalCollection of size = 1 and this in turn has the principals as a LinkedHashMap of size = 2.</p>

<p>Question is how can I retrieve the principals directly?</p>
","<security><jsf><shiro>","3",""
"25777994","How to store hashed pws into a db with Apache Shiro?","<p>I have been looking all over the place with no luck to what I am trying to do.</p>

<p>I am looking to hash and salt my user passwords and store them into the DB.  The issue is, how do I store them?</p>

<p>I have looked at this <a href=""http://shiro.apache.org/realm.html#Realm-authentication"" rel=""nofollow"">http://shiro.apache.org/realm.html#Realm-authentication</a> which I have found similar answers, but it doesn't make sense.</p>

<pre><code>import org.apache.shiro.crypto.hash.Sha256Hash;
import org.apache.shiro.crypto.RandomNumberGenerator;
import org.apache.shiro.crypto.SecureRandomNumberGenerator;
...

//We'll use a Random Number Generator to generate salts.  This
//is much more secure than using a username as a salt or not
//having a salt at all.  Shiro makes this easy.
//
//Note that a normal app would reference an attribute rather
//than create a new RNG every time:
RandomNumberGenerator rng = new SecureRandomNumberGenerator();
Object salt = rng.nextBytes();

//Now hash the plain-text password with the random salt and multiple
//iterations and then Base64-encode the value (requires less space than Hex):
String hashedPasswordBase64 = new Sha256Hash(plainTextPassword, salt, 1024).toBase64();

User user = new User(username, hashedPasswordBase64);
//save the salt with the new account.  The HashedCredentialsMatcher
//will need it later when handling login attempts:
user.setPasswordSalt(salt);
userDAO.create(user);
</code></pre>

<p>User nor ""UserDAO"" exists currently from what I'm seeing, and all of these examples seem to use older Shiro examples.</p>

<p>When I look at the ""PasswordService"" javadoc I read</p>

<p>Account Creation or Password Reset</p>

<pre><code>Whenever you create a new user account or reset that account's password,
</code></pre>

<p>we must translate the end-user submitted raw/plaintext password value to a
 string format that is much safer to store. You do that by calling the 
encryptPassword(Object) method to create the safer value. For example:</p>

<pre><code> String submittedPlaintextPassword = ...
 String encryptedValue = passwordService.encryptPassword(submittedPlaintextPassword);
 ...
 userAccount.setPassword(encryptedValue);
 userAccount.save(); //create or update to your data store

Be sure to save this encrypted password in your data store 
and never the original/raw submitted password.
</code></pre>

<p>but what is ""userAccount?""</p>

<p>A lot of times the documentation is very vague.</p>

<p>However I did notice there is a ""SubjectDAO"" Class, but no UserDAO class...</p>

<p>So yeah I'm confused on what to do next, so if anyone could help me I would appreciate it greatly!</p>

<p>Thanks a lot!</p>
","<java><database><dao><shiro><jdbcrealm>","1","25778429"
"20126171","How to clear apache shiro session?","<p>I used apache shiro session for the authentication and authorization.</p>

<p>Am able to login with different user and permission and roles but actual problem is whenever i call a signOut function looks like shiro session is not getting wiped off.</p>

<p>The evident for this is whenever i clicked logout it comes main screen and if i use browser back button i can go back for the last screen.</p>

<p>My signOut function looks like this </p>

<pre><code>// Log the user out of the application.
SecurityUtils.subject?.logout()
webRequest.getCurrentRequest().session = null
session.invalidate()    

// For now, redirect back to the home page.
redirect(uri: ""/"")
</code></pre>

<p>Any help on this really appreciated struggling for this from past 2 days </p>
","<grails><shiro>","1",""
"3821339","Shiro Plugin conflicting with Quartz framework in Grails","<p>I have been working Quartz framework in my grails project with lib called quartz-all-1.7.3.</p>

<p>Now I need to install the shiro plugin to my project. So, whenever I am installing shiro plugin to my project its getting installed successfully..</p>

<p>But again whenever I am running my project again it's giving compilation error as follows :</p>

<pre><code>  [groovyc] org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
  [groovyc] Compile error during compilation with javac.
  [groovyc] ....scheduler\quartz\framework\CustomJDBCDelegate.java:46: com.securonix.application.scheduler.quartz.framework.CustomJDBCDelegate is not abstract and does not override abstract method updateSchedulerState(java.sql.Connection,java.lang.String,long,java.lang.String) in org.quartz.impl.jdbcjobstore.DriverDelegate
  [groovyc] public class CustomJDBCDelegate implements DriverDelegate, StdJDBCConstants {
  [groovyc]        ^
</code></pre>

<p>So after long look on shiro plugin I have found that it has some dependencies with plugins. In that one of the dependency is shiro-quartz-1.0.0-incubating.jar. So, now inside it's pom.xml file I have seen following line code :</p>

<pre><code>&lt;dependency&gt;
     &lt;groupId&gt;quartz&lt;/groupId&gt;
     &lt;artifactId&gt;quartz&lt;/artifactId&gt;
&lt;/dependency&gt;
</code></pre>

<p>As per our line in pom.xml, there is no tag of version with quartz dependency, that means whenever shiro getting installed in my project, simultaneously it's extracting latest library of quartz i.e. 1.8.3 with maven.</p>

<p>And inside that <code>quartz 1.8.3</code> the method updateSchedulerState of class CustomJDBCDelegate has been changed from version <code>quarts 1.7.3</code>.</p>

<p>So now problem is I cannot change <code>quartz-all-1.7.3</code> in my existing project, and wanted to use Shiro plugin too in my project.</p>

<p>So there should be some resolution so that shiro should get <code>quartz-1.7.3</code> version rather than the latest one using maven.</p>

<p>Any help would be highly appreciated...</p>

<p>Thanks...</p>
","<maven><grails><quartz-scheduler><grails-plugin><shiro>","1","3846404"
"14877518","Passing Values to Enumerated Properties in Shiro ini","<p>I am using the JDBC Realm and storing authentication data in SQL.  I am storing the salt in the users table and relying on the DEFAULT_SALTED_AUTHENICATION_QUERY.  To invoke that query I must set the SaltStyle.</p>

<p>Therefore, I need to pass the SaltStyle.COLUMN enumerated value to JdbcRealm through the INI.</p>

<p>SaltStyle is not a class so I cannot create a reference</p>

<p>Whatever I do pass generates this error = org.apache.shiro.config.UnresolveableReferenceException:</p>

<p>Can't find examples from exstensive searching or reference in documentation.  Any help is much appreciated.</p>

<pre><code>#====================================================================
# Shiro INI configuration
#
# ===================================================================
[main]
JdbcRealm=org.apache.shiro.realm.jdbc.JdbcRealm
JdbcRealm.permissionsLookupEnabled = true 
sha256Matcher = org.apache.shiro.authc.credential.HashedCredentialsMatcher
sha256Matcher.hashAlgorithmName=SHA-256
sha256Matcher.hashIterations=1
JdbcRealm.credentialsMatcher = $sha256Matcher
JdbcRealm.saltStyle= enum expression needed here
</code></pre>

<p>Here is the property in JdbcRealm</p>

<pre><code>public void setSaltStyle(SaltStyle saltStyle) {
    this.saltStyle = saltStyle;
    if (saltStyle == SaltStyle.COLUMN &amp;&amp; authenticationQuery.equals 
             (DEFAULT_AUTHENTICATION_QUERY)) {
        authenticationQuery = DEFAULT_SALTED_AUTHENTICATION_QUERY;
    }
}
</code></pre>
","<java><ini><shiro>","3","15575182"
"29251357","Java web application authentication - account design","<p>I am working on a web project, backend is <code>Java</code> &amp; <code>Mysql</code>, the client include <code>web(html5)</code> and <code>app(IOS/Android)</code>, I have some doubt in design the account of the system.</p>

<p>There are 3 different types of account:</p>

<ul>
<li><strong>Shop</strong>, shop account will have its own website,</li>
<li><strong>Customer</strong>, customer access shop/commodity via app(IOS/Android),</li>
<li><strong>Admin</strong>, manage everything of the system.</li>
</ul>

<p><strong>My basic idea of authentication:</strong></p>

<p>There will be <code>account</code> / <code>role</code> / <code>permission</code> table for sure, because both admin &amp; customer will have quite complex user permission issue, customer also have different permission due to their history behavior.</p>

<p>I have kind decided to use <code>Apache Shiro</code>, due to its simplicity &amp; distributed session.</p>

<p><strong>My question is:</strong></p>

<p><strong>(1)</strong> Should I create a single account table or 3 individual account tables.</p>

<p><strong>(2)</strong> Any advise on design of 3 tables:
 <code>account</code> / <code>role</code> / <code>permission</code> ?</p>
","<java><authentication><spring-security><authorization><shiro>","4","29496704"
"10093210","Authorisation framework for GAE Java","<p>I am trying to choose an auth framework for GAE and would be very interested in other people's experiences on this subject.</p>

<p>I had a look into <a href=""http://www.gdevelop.com/blog/2010/12/apache-shiro-on-appengine/"" rel=""nofollow"">Shiro</a> and Spring-Security so far. What could you recommend?</p>
","<google-app-engine><spring-security><jersey><jaas><shiro>","2","10131605"
